code,name
000001,平安银行
000002,万科A
000006,深振业A
000008,神州高铁
000009,中国宝安
000012,南玻A
000021,深科技
000025,特力A
000027,深圳能源
000028,国药一致
000031,大悦城
000039,中集集团
000049,德赛电池
000050,深天马A
000060,中金岭南
000061,农产品
000062,深圳华强
000063,中兴通讯
000066,中国长城
000069,华侨城A
000078,海王生物
000089,深圳机场
000090,天健集团
000099,中信海直
000100,TCL科技
000156,华数传媒
000157,中联重科
000158,常山北明
000166,申万宏源
000333,美的集团
000338,潍柴动力
000400,许继电气
000401,冀东水泥
000402,金融街
000413,东旭光电
000415,渤海租赁
000418,小天鹅A
000423,东阿阿胶
000425,徐工机械
000426,兴业矿业
000488,晨鸣纸业
000501,鄂武商A
000503,国新健康
000513,丽珠集团
000519,中兵红箭
000528,柳工
000536,*ST华映
000538,云南白药
000540,中天金融
000541,佛山照明
000543,皖能电力
000547,航天发展
000552,靖远煤电
000559,万向钱潮
000563,陕国投A
000566,海南海药
000568,泸州老窖
000572,ST海马
000581,威孚高科
000587,*ST金洲
000592,平潭发展
000596,古井贡酒
000598,兴蓉环境
000600,建投能源
000612,焦作万方
000623,吉林敖东
000625,长安汽车
000627,天茂集团
000630,铜陵有色
000636,风华高科
000651,格力电器
000652,泰达股份
000656,金科股份
000661,长春高新
000662,天夏退
000667,美好置业
000669,*ST金鸿
000671,阳光城
000680,山推股份
000681,视觉中国
000685,中山公用
000686,东北证券
000690,宝新能源
000703,恒逸石化
000709,河钢股份
000712,锦龙股份
000718,苏宁环球
000723,美锦能源
000725,京东方A
000727,*ST东科
000728,国元证券
000729,燕京啤酒
000732,泰禾集团
000738,航发控制
000750,国海证券
000758,中色股份
000761,本钢板材
000762,西藏矿业
000766,通化金马
000768,中航西飞
000776,广发证券
000777,中核科技
000778,新兴铸管
000783,长江证券
000786,北新建材
000792,*ST盐湖
000806,*ST银河
000807,云铝股份
000816,智慧农业
000825,太钢不锈
000826,启迪环境
000829,天音控股
000830,鲁西化工
000839,中信国安
000848,承德露露
000858,五粮液
000860,顺鑫农业
000876,新希望
000877,天山股份
000878,云南铜业
000887,中鼎股份
000895,双汇发展
000897,津滨发展
000898,鞍钢股份
000926,福星股份
000930,中粮科技
000937,冀中能源
000938,紫光股份
000939,凯迪退
000959,首钢股份
000960,锡业股份
000961,中南建设
000963,华东医药
000969,安泰科技
000970,中科三环
000975,银泰黄金
000977,浪潮信息
000979,中弘退
000981,*ST银亿
000983,山西焦煤
000987,越秀金控
000988,华工科技
000990,诚志股份
000997,新大陆
000998,隆平高科
000999,华润三九
001696,宗申动力
001979,招商蛇口
002001,新和成
002002,鸿达兴业
002004,华邦健康
002005,ST德豪
002007,华兰生物
002008,大族激光
002011,盾安环境
002013,中航机电
002018,华信退
002019,亿帆医药
002022,科华生物
002024,苏宁易购
002027,分众传媒
002028,思源电气
002030,达安基因
002032,苏泊尔
002038,双鹭药业
002041,登海种业
002044,美年健康
002048,宁波华翔
002049,紫光国微
002050,三花智控
002051,中工国际
002056,横店东磁
002063,远光软件
002064,华峰化学
002065,东华软件
002073,软控股份
002074,国轩高科
002078,太阳纸业
002081,金螳螂
002092,中泰化学
002093,国脉科技
002106,莱宝高科
002118,紫鑫药业
002122,*ST天马
002123,梦网科技
002127,南极电商
002128,露天煤业
002131,利欧股份
002142,宁波银行
002146,荣盛发展
002147,*ST新光
002152,广电运通
002153,石基信息
002155,湖南黄金
002174,游族网络
002176,*ST江特
002179,中航光电
002183,怡亚通
002190,成飞集成
002191,劲嘉股份
002195,二三四五
002202,金风科技
002221,东华能源
002223,鱼跃医疗
002230,科大讯飞
002233,塔牌集团
002236,大华股份
002241,歌尔股份
002242,九阳股份
002244,滨江集团
002249,大洋电机
002250,联化科技
002251,步步高
002252,上海莱士
002254,泰和新材
002261,拓维信息
002266,浙富控股
002268,卫士通
002269,美邦服饰
002271,东方雨虹
002273,水晶光电
002276,万马股份
002277,友阿股份
002280,*ST联络
002281,光迅科技
002285,世联行
002292,奥飞娱乐
002294,信立泰
002299,圣农发展
002304,洋河股份
002308,威创股份
002310,东方园林
002311,海大集团
002317,众生药业
002325,洪涛股份
002332,仙琚制药
002340,格林美
002342,巨力索具
002344,海宁皮城
002345,潮宏基
002352,顺丰控股
002353,杰瑞股份
002354,*ST天娱
002358,森源电气
002359,*ST北讯
002366,台海核电
002368,太极股份
002371,北方华创
002373,千方科技
002375,亚厦股份
002384,东山精密
002385,大北农
002390,信邦制药
002392,北京利尔
002400,省广集团
002405,四维图新
002407,多氟多
002408,齐翔腾达
002410,广联达
002411,延安必康
002414,高德红外
002415,海康威视
002416,爱施德
002422,科伦药业
002424,贵州百灵
002426,*ST胜利
002428,云南锗业
002431,棕榈股份
002434,万里扬
002437,誉衡药业
002439,启明星辰
002440,闰土股份
002444,巨星科技
002450,*ST康得
002456,欧菲光
002460,赣锋锂业
002463,沪电股份
002465,海格通信
002466,天齐锂业
002468,申通快递
002470,*ST金正
002475,立讯精密
002477,雏鹰退
002479,富春环保
002482,广田集团
002489,浙江永强
002491,通鼎互联
002500,山西证券
002503,搜于特
002505,鹏都农牧
002506,协鑫集成
002508,老板电器
002512,达华智能
002517,恺英网络
002544,杰赛科技
002551,尚荣医疗
002555,三七互娱
002558,巨人网络
002572,索菲亚
002573,清新环境
002583,海能达
002588,史丹利
002589,瑞康医药
002594,比亚迪
002601,龙蟒佰利
002602,世纪华通
002603,以岭药业
002608,江苏国信
002624,完美世界
002635,安洁科技
002640,跨境通
002642,荣联科技
002657,中科金财
