code,name
000006,深振业A
000009,中国宝安
000012,南玻A
000021,深科技
000025,特力A
000027,深圳能源
000028,国药一致
000031,大悦城
000039,中集集团
000049,德赛电池
000050,深天马A
000061,农产品
000062,深圳华强
000066,中国长城
000078,海王生物
000089,深圳机场
000090,天健集团
000099,中信海直
000156,华数传媒
000158,常山北明
000400,许继电气
000401,冀东水泥
000418,小天鹅A
000426,兴业矿业
000488,晨鸣纸业
000501,鄂武商A
000513,丽珠集团
000519,中兵红箭
000528,柳工
000536,*ST华映
000541,佛山照明
000543,皖能电力
000547,航天发展
000552,靖远煤电
000563,陕国投A
000566,海南海药
000572,ST海马
000581,威孚高科
000587,*ST金洲
000592,平潭发展
000596,古井贡酒
000598,兴蓉环境
000600,建投能源
000612,焦作万方
000636,风华高科
000652,泰达股份
000656,金科股份
000661,长春高新
000662,天夏退
000667,美好置业
000669,*ST金鸿
000680,山推股份
000681,视觉中国
000685,中山公用
000690,宝新能源
000703,恒逸石化
000712,锦龙股份
000718,苏宁环球
000727,*ST东科
000729,燕京啤酒
000732,泰禾集团
000758,中色股份
000761,本钢板材
000762,西藏矿业
000766,通化金马
000777,中核科技
000778,新兴铸管
000786,北新建材
000806,*ST银河
000807,云铝股份
000816,智慧农业
000825,太钢不锈
000829,天音控股
000830,鲁西化工
000848,承德露露
000860,顺鑫农业
000877,天山股份
000878,云南铜业
000887,中鼎股份
000897,津滨发展
000926,福星股份
000930,中粮科技
000937,冀中能源
000939,凯迪退
000960,锡业股份
000969,安泰科技
000970,中科三环
000975,银泰黄金
000977,浪潮信息
000979,中弘退
000981,*ST银亿
000987,越秀金控
000988,华工科技
000990,诚志股份
000997,新大陆
000998,隆平高科
000999,华润三九
001696,宗申动力
002001,新和成
002002,鸿达兴业
002004,华邦健康
002005,ST德豪
002011,盾安环境
002013,中航机电
002018,华信退
002019,亿帆医药
002022,科华生物
002028,思源电气
002030,达安基因
002032,苏泊尔
002038,双鹭药业
002041,登海种业
002048,宁波华翔
002049,紫光国微
002050,三花智控
002051,中工国际
002056,横店东磁
002063,远光软件
002064,华峰化学
002073,软控股份
002078,太阳纸业
002092,中泰化学
002093,国脉科技
002106,莱宝高科
002118,紫鑫药业
002122,*ST天马
002123,梦网科技
002127,南极电商
002128,露天煤业
002131,利欧股份
002147,*ST新光
002152,广电运通
002155,湖南黄金
002176,*ST江特
002179,中航光电
002183,怡亚通
002190,成飞集成
002191,劲嘉股份
002195,二三四五
002221,东华能源
002223,鱼跃医疗
002233,塔牌集团
002242,九阳股份
002244,滨江集团
002249,大洋电机
002250,联化科技
002251,步步高
002254,泰和新材
002261,拓维信息
002266,浙富控股
002268,卫士通
002269,美邦服饰
002271,东方雨虹
002273,水晶光电
002276,万马股份
002277,友阿股份
002280,*ST联络
002281,光迅科技
002285,世联行
002299,圣农发展
002308,威创股份
002311,海大集团
002317,众生药业
002325,洪涛股份
002332,仙琚制药
002340,格林美
002342,巨力索具
002344,海宁皮城
002345,潮宏基
002353,杰瑞股份
002354,*ST天娱
002358,森源电气
002359,*ST北讯
002366,台海核电
002368,太极股份
002371,北方华创
002373,千方科技
002375,亚厦股份
002384,东山精密
002390,信邦制药
002392,北京利尔
002400,省广集团
002405,四维图新
002407,多氟多
002408,齐翔腾达
002410,广联达
002414,高德红外
002416,爱施德
002422,科伦药业
002428,云南锗业
002431,棕榈股份
002434,万里扬
002437,誉衡药业
002439,启明星辰
002440,闰土股份
002444,巨星科技
002463,沪电股份
002477,雏鹰退
002479,富春环保
002482,广田集团
002489,浙江永强
002491,通鼎互联
002503,搜于特
002505,鹏都农牧
002506,协鑫集成
002512,达华智能
002517,恺英网络
002544,杰赛科技
002551,尚荣医疗
002573,清新环境
002583,海能达
002588,史丹利
002589,瑞康医药
002603,以岭药业
002635,安洁科技
002640,跨境通
002642,荣联科技
002657,中科金财
002663,普邦股份
002665,首航高科
002670,国盛金控
002672,东江环保
002681,*ST奋达
002690,美亚光电
002699,美盛文化
002701,奥瑞金
002707,众信旅游
002709,天赐材料
002745,木林森
002807,江阴银行
002815,崇达技术
002818,富森美
300001,特锐德
300002,神州泰岳
300010,豆神教育
300026,红日药业
300032,金龙机电
300039,上海凯宝
300043,星辉娱乐
300055,万邦达
300058,蓝色光标
300088,长信科技
300113,顺网科技
300115,长盈精密
300116,保力新
300133,华策影视
300134,大富科技
300146,汤臣倍健
300147,香雪制药
300159,新研股份
300166,东方国信
300182,捷成股份
300197,铁汉生态
300199,翰宇药业
300202,聚龙股份
300244,迪安诊断
300253,卫宁健康
300257,开山股份
300266,兴源环境
300273,和佳医疗
300274,阳光电源
300287,飞利信
300291,华录百纳
300297,蓝盾股份
300324,旋极信息
300376,易事特
300383,光环新网
600004,白云机场
600006,东风汽车
600017,日照港
600022,山东钢铁
600026,中远海能
600037,歌华有线
600039,四川路桥
600053,九鼎投资
600056,中国医药
600058,五矿发展
600059,古越龙山
600060,海信视像
600062,华润双鹤
600064,南京高科
600073,上海梅林
600079,人福医药
600086,退市金钰
600094,大名城
600098,广州发展
600108,亚盛集团
600120,浙江东方
600122,*ST宏图
600125,铁龙物流
600126,杭钢股份
600138,中青旅
600141,兴发集团
600143,金发科技
600151,航天机电
600155,华创阳安
600158,中体产业
600160,巨化股份
600161,天坛生物
600166,福田汽车
600169,太原重工
600171,上海贝岭
600176,中国巨石
600179,*ST安通
600183,生益科技
600184,光电股份
600187,国中水务
600195,中牧股份
600201,生物股份
600216,浙江医药
600240,退市华业
600256,广汇能源
600259,广晟有色
600260,凯乐科技
600266,城建发展
600267,海正药业
600270,外运发展
600277,亿利洁能
600280,*ST中商
600282,南钢股份
600284,浦东建设
600289,*ST信通
600291,西水股份
600292,远达环保
600298,安琪酵母
600300,维维股份
600307,酒钢宏兴
600312,平高电气
600315,上海家化
600316,洪都航空
600317,营口港
600325,华发股份
600329,中新药业
600335,国机汽车
600338,西藏珠峰
600346,恒力石化
600348,华阳股份
600366,宁波韵升
600380,健康元
600388,龙净环保
600392,盛和资源
600393,粤泰股份
600395,盘江股份
600409,三友化工
600410,华胜天成
600416,*ST湘电
600418,江淮汽车
600422,昆药集团
600426,华鲁恒升
600428,中远海特
600435,北方导航
600438,通威股份
600458,时代新材
600460,士兰微
600466,蓝光发展
600478,科力远
600481,双良节能
600499,科达制造
600500,中化国际
600503,华丽家族
600511,国药股份
600516,方大炭素
600517,国网英大
600521,华海药业
600525,长园集团
600536,中国软件
600545,卓郎智能
600557,康缘药业
600563,法拉电子
600565,迪马股份
600566,济川药业
600572,康恩贝
600575,淮河能源
600578,京能电力
600580,卧龙电驱
600582,天地科技
600584,长电科技
600587,新华医疗
600594,益佰制药
600597,光明乳业
600598,北大荒
600600,青岛啤酒
600611,大众交通
600614,*ST鹏起
600618,氯碱化工
600623,华谊集团
600628,新世界
600633,浙数文化
600635,大众公用
600639,浦东金桥
600640,号百控股
600642,申能股份
600643,爱建集团
600645,中源协和
600648,外高桥
600651,*ST飞乐
600655,豫园股份
600657,信达地产
600664,哈药股份
600673,东阳光
600687,退市刚泰
600694,大商股份
600717,天津港
600718,东软集团
600729,重庆百货
600737,中粮糖业
600743,华远地产
600748,上实发展
600750,江中药业
600751,海航科技
600754,锦江酒店
600755,厦门国贸
600757,长江传媒
600759,洲际油气
600765,中航重机
600770,综艺股份
600773,西藏城投
600776,东方通信
600787,中储股份
600801,华新水泥
600808,马钢股份
600811,东方集团
600823,世茂股份
600826,兰生股份
600835,上海机电
600839,四川长虹
600848,上海临港
600859,王府井
600862,中航高科
600863,内蒙华电
600869,远东股份
600872,中炬高新
600874,创业环保
600875,东方电气
600879,航天电子
600880,博瑞传播
600881,亚泰集团
600884,杉杉股份
600885,宏发股份
600894,广日股份
600908,无锡银行
600917,重庆燃气
600936,广西广电
600939,重庆建工
600967,内蒙一机
600970,中材国际
600971,恒源煤电
600978,*ST宜生
600993,马应龙
600996,贵广网络
601000,唐山港
601001,晋控煤业
601002,晋亿实业
601016,节能风电
601020,华钰矿业
601127,小康股份
601128,常熟银行
601168,西部矿业
601200,上海环境
601231,环旭电子
601233,桐昆股份
601311,骆驼股份
601678,滨化股份
601689,拓普集团
601699,潞安环能
601717,郑煤机
601777,ST力帆
601811,新华文轩
601880,辽港股份
601928,凤凰传媒
