code,name
002651,利君股份
002653,海思科
002656,ST摩登
002657,中科金财
002658,雪迪龙
002662,京威股份
002664,长鹰信质
002668,ST奥马
002675,东诚药业
002677,浙江美大
002685,华东重机
002695,煌上煌
002697,红旗连锁
002698,博实股份
002703,浙江世宝
002705,新宝股份
002711,欧浦退
002712,思美传媒
002716,金贵银业
002717,岭南股份
002721,金一文化
002726,龙大肉食
002727,一心堂
002733,雄韬股份
002737,葵花药业
002742,三圣股份
002746,仙坛股份
002747,埃斯顿
002751,易尚展示
002752,昇兴股份
002756,永兴材料
002759,天际股份
002766,*ST索菱
002768,国恩股份
002769,普路通
002772,众兴菌业
002781,奇信股份
002782,可立克
002788,鹭燕医药
002792,通宇通讯
002801,微光股份
002812,恩捷股份
002821,凯莱英
002822,中装建设
002833,弘亚数控
002840,华统股份
002850,科达利
002851,麦格米特
002852,道道全
002859,洁美科技
002867,周大生
002872,ST天圣
002895,川恒股份
002901,大博医疗
002906,华阳集团
002907,华森制药
002911,佛燃能源
002912,中新赛克
002918,蒙娜丽莎
002928,华夏航空
002929,润建股份
002930,宏川智慧
300005,探路者
300006,莱美药业
300007,汉威科技
300008,天海防务
300009,安科生物
300011,鼎汉技术
300012,华测检测
300014,亿纬锂能
300016,北陆药业
300020,银江技术
300021,大禹节水
300031,宝通科技
300034,钢研高纳
300036,超图软件
300037,新宙邦
300038,*ST数知
300039,上海凯宝
300044,*ST赛为
300045,华力创通
300047,天源迪科
300048,合康新能
300050,世纪鼎利
300053,欧比特
300054,鼎龙股份
300061,旗天科技
300064,*ST金刚
300065,海兰信
300066,三川智慧
300068,南都电源
300073,当升科技
300075,数字政通
300077,国民技术
300078,思创医惠
300079,数码视讯
300083,创世纪
300085,银之杰
300091,金通灵
300096,易联众
300097,智云股份
300098,高新兴
300100,双林股份
300101,振芯科技
300102,乾照光电
300109,新开源
300110,华仁药业
300114,中航电测
300118,东方日升
300123,亚光科技
300128,锦富技术
300130,新国都
300131,英唐智控
300137,先河环保
300140,中环装备
300143,盈康生命
300145,中金环境
300148,天舟文化
300149,睿智医药
300157,恒泰艾普
300158,振东制药
300160,秀强股份
300170,汉得信息
300171,东富龙
300172,中电环保
300173,福能东方
300176,派生科技
300177,中海达
300178,*ST腾邦
300180,华峰超纤
300183,东软载波
300184,力源信息
300185,通裕重工
300188,美亚柏科
300191,潜能恒信
300194,福安药业
300198,纳川股份
300203,聚光科技
300205,天喻信息
300207,欣旺达
300208,青岛中程
300209,天泽信息
300212,易华录
300213,佳讯飞鸿
300215,电科院
300219,鸿利智汇
300221,银禧科技
300222,科大智能
300223,北京君正
300224,正海磁材
300226,上海钢联
300228,富瑞特装
300229,拓尔思
300231,银信科技
300232,洲明科技
300233,金城医药
300236,上海新阳
300237,美晨生态
300238,冠昊生物
300242,佳云科技
300245,天玑科技
300248,新开普
300252,金信诺
300255,常山药业
300256,*ST星星
300262,巴安水务
300263,隆华科技
300269,ST联建
300271,华宇软件
300276,三丰智能
300278,*ST华昌
300284,苏交科
300285,国瓷材料
300288,朗玛信息
300292,吴通控股
300294,博雅生物
300298,三诺生物
300299,富春股份
300300,海峡创新
300302,同有科技
300303,聚飞光电
300304,云意电气
300307,慈星股份
300309,吉艾科技
300310,宜通世纪
300311,任子行
300317,珈伟新能
300322,硕贝德
300323,华灿光电
300326,凯利泰
300328,宜安科技
300332,天壕环境
300336,新文化
300339,润和软件
300343,联创股份
300348,长亮科技
300349,金卡智能
300350,华鹏飞
300352,北信源
300353,东土科技
300355,蒙草生态
300357,我武生物
300359,全通教育
300362,天翔退
300363,博腾股份
300364,中文在线
300365,恒华科技
300366,创意信息
300367,ST网力
300368,汇金股份
300369,绿盟科技
300373,扬杰科技
300377,赢时胜
300378,鼎捷软件
300379,东方通
300386,飞天诚信
300388,节能国祯
300393,中来股份
300398,飞凯材料
300406,九强生物
300409,道氏技术
300410,正业科技
300424,航新科技
300426,唐德影视
300429,强力新材
300431,暴风退
300432,富临精工
300438,鹏辉能源
300439,美康生物
300440,运达科技
300441,鲍斯股份
300447,全信股份
300451,创业慧康
300456,赛微电子
300457,赢合科技
300458,全志科技
300463,迈克生物
300465,高伟达
300467,迅游科技
300468,四方精创
300471,厚普股份
300474,景嘉微
300476,胜宏科技
300477,合纵科技
300482,万孚生物
300484,蓝海华腾
300485,赛升药业
300494,盛天网络
300495,*ST美尚
300496,中科创达
300497,富祥药业
300502,新易盛
300504,天邑股份
300506,名家汇
300511,雪榕生物
300512,中亚股份
300516,久之洋
300518,盛讯达
300520,科大国创
300523,辰安科技
300527,中船应急
300528,幸福蓝海
300529,健帆生物
300531,优博讯
300533,冰川网络
300558,贝达药业
300567,精测电子
300568,星源材质
300595,欧普康视
300601,康泰生物
300602,飞荣达
300607,拓斯达
300613,富瀚微
300616,尚品宅配
300618,寒锐钴业
300624,万兴科技
300625,三雄极光
300628,亿联网络
300630,普利制药
300633,开立医疗
300634,彩讯股份
300660,江苏雷利
300661,圣邦股份
300664,鹏鹞环保
300666,江丰电子
300679,电连技术
300682,朗新科技
300685,艾德生物
300699,光威复材
300725,药石科技
300726,宏达电子
300735,光弘科技
300737,科顺股份
300741,华宝股份
300747,锐科激光
600012,皖通高速
600020,中原高速
600033,福建高速
600035,楚天高速
600054,黄山旅游
600055,万东医疗
600057,厦门象屿
600059,古越龙山
600063,皖维高新
600067,冠城大通
600069,退市银鸽
600072,中船科技
600075,新疆天业
600076,康欣新材
600084,*ST中葡
600090,*ST济堂
600093,*ST易见
600096,云天化
600103,青山纸业
600105,永鼎股份
600106,重庆路桥
600108,亚盛集团
600110,诺德股份
600114,东睦股份
600116,三峡水利
600123,兰花科创
600129,太极集团
600130,波导股份
600132,重庆啤酒
600133,东湖高新
600136,当代文体
600146,*ST环球
600162,香江控股
600165,新日恒力
600172,黄河旋风
600173,卧龙地产
600175,退市美都
600180,瑞茂通
600185,格力地产
600197,伊力特
600200,江苏吴中
600206,有研新材
600207,安彩高科
600210,紫江企业
600211,西藏药业
600217,中再资环
600226,ST瀚叶
600227,圣济堂
600230,沧州大化
600231,凌钢股份
600239,*ST云城
600246,万通发展
600252,中恒集团
600255,鑫科材料
600261,阳光照明
600269,赣粤高速
600273,嘉化能源
600278,东方创业
600279,重庆港九
600283,钱江水利
600285,羚锐制药
600290,ST华仪
600295,鄂尔多斯
600300,ST维维
600303,曙光股份
600305,恒顺醋业
600308,华泰股份
600310,桂东电力
600318,新力金融
600320,振华重工
600322,天房发展
600323,瀚蓝环境
600326,西藏天路
600330,天通股份
600331,宏达股份
600337,美克家居
600343,航天动力
600360,华微电子
600363,联创光电
600381,青海春天
600382,*ST广珠
600391,航发科技
600400,红豆股份
600420,国药现代
600422,昆药集团
600446,金证股份
600449,宁夏建材
600456,宝钛股份
600459,贵研铂业
600467,好当家
600477,杭萧钢构
600480,凌云股份
600486,扬农化工
600490,鹏欣资源
600491,龙元建设
600495,晋西车轴
600501,航天晨光
600502,安徽建工
600508,上海能源
600512,腾达建设
600523,贵航股份
600526,菲达环保
600529,山东药玻
600531,豫光金铅
600533,栖霞建设
600546,山煤国际
600550,保变电气
600552,凯盛科技
600559,老白干酒
600562,国睿科技
600568,ST中珠
600569,安阳钢铁
600571,信雅达
600577,精达股份
600581,八一钢铁
600590,泰豪科技
600595,*ST中孚
600596,新安股份
600602,云赛智联
600604,市北高新
600612,老凤祥
600616,金枫酒业
600619,海立股份
600621,华鑫股份
600622,光大嘉宝
600624,复旦复华
600626,申达股份
600630,龙头股份
600638,新黄浦
600641,万业企业
600650,锦江在线
600652,*ST游久
600661,昂立教育
600662,强生控股
600667,太极实业
600668,尖峰集团
600675,中华企业
600676,交运股份
600677,*ST航通
600681,百川能源
600684,珠江股份
600686,金龙汽车
600693,东百集团
600702,舍得酒业
600707,彩虹股份
600708,光明地产
600711,盛屯矿业
600715,文投控股
600720,祁连山
600728,佳都科技
600734,*ST实达
600740,山西焦化
600742,一汽富维
600745,闻泰科技
600756,浪潮软件
600758,辽宁能源
600763,通策医疗
600764,中国海防
600771,广誉远
600781,ST辅仁
600783,鲁信创投
600789,鲁抗医药
600797,浙大网新
600798,宁波海运
600800,渤海化学
600803,新奥股份
600812,华北制药
600814,杭州解百
600818,中路股份
600828,茂业商业
600845,宝信软件
600846,同济科技
600851,海欣股份
600855,航天长峰
600856,ST中天
600868,梅雁吉祥
600873,梅花生物
600876,洛阳玻璃
600929,雪天盐业
600933,爱柯迪
600963,岳阳林纸
600966,博汇纸业
600985,淮北矿业
600986,浙文互联
600987,航民股份
600988,赤峰黄金
600990,四创电子
600995,文山电力
600997,开滦股份
601011,宝泰隆
601015,陕西黑猫
601038,一拖股份
601058,赛轮轮胎
601069,西部黄金
601101,昊华能源
601113,ST华鼎
601116,三江购物
601126,四方股份
601137,博威合金
601139,深圳燃气
601163,三角轮胎
601222,林洋能源
601330,绿色动力
601366,利群股份
601369,陕鼓动力
601375,中原证券
601388,怡球资源
601500,通用股份
601566,九牧王
601588,北辰实业
601595,上海电影
601599,浙文影业
601619,嘉泽新能
601636,旗滨集团
601666,平煤股份
601677,明泰铝业
601700,风范股份
601789,宁波建工
601799,星宇股份
601858,中国科传
601882,海天精工
601886,江河集团
601890,亚星锚链
601900,南方传媒
601908,京运通
601918,新集能源
601929,吉视传媒
601949,中国出版
601952,苏垦农发
603003,龙宇燃油
603008,喜临门
603010,万盛股份
603013,亚普股份
603026,石大胜华
603039,泛微网络
603043,广州酒家
603055,台华新材
603058,永吉股份
603063,禾望电气
603081,大丰实业
603096,新经典
603098,森特股份
603103,横店影视
603105,芯能科技
603108,润达医疗
603111,康尼机电
603113,金能科技
603118,共进股份
603126,中材节能
603128,华贸物流
603165,荣晟环保
603180,金牌厨柜
603218,日月股份
603258,电魂网络
603277,银都股份
603298,杭叉集团
603299,苏盐井神
603303,得邦照明
603305,旭升股份
603308,应流股份
603313,梦百合
603323,苏农银行
603337,杰克股份
603338,浙江鼎力
603339,四方科技
603345,安井食品
603348,文灿股份
603357,设计总院
603358,华达科技
603359,东珠生态
603363,傲农生物
603367,辰欣药业
603368,柳药股份
603385,惠达卫浴
603387,基蛋生物
603393,新天然气
603399,吉翔股份
603421,鼎信通讯
603456,九洲药业
603458,勘设股份
603466,风语筑
603508,思维列控
603517,绝味食品
603533,掌阅科技
603555,ST贵人
603557,ST起步
603579,荣泰健康
603587,地素时尚
603588,高能环境
603595,东尼电子
603596,伯特利
603599,广信股份
603603,博天环境
603605,珀莱雅
603609,禾丰股份
603612,索通发展
603618,杭电股份
603619,中曼石油
603626,科森科技
603636,南威软件
603638,艾迪精密
603648,畅联股份
603660,苏州科达
603666,亿嘉和
603676,卫信康
603678,火炬电子
603680,今创集团
603686,龙马环卫
603693,江苏新能
603699,纽威股份
603707,健友股份
603708,家家悦
603711,香飘飘
603718,海利生物
603727,博迈科
603728,鸣志电器
603730,岱美股份
603733,仙鹤股份
603758,秦安股份
603773,沃格光电
603777,来伊份
603779,威龙股份
603801,志邦家居
603803,瑞斯康达
603808,歌力思
603817,海峡环保
603839,安正时尚
603843,正平股份
603848,好太太
603861,白云电器
603876,鼎胜新材
603881,数据港
603882,金域医学
603896,寿仙谷
603898,好莱客
603900,莱绅通灵
603919,金徽酒
603920,世运电路
603939,益丰药房
603959,百利科技
603979,金诚信
603980,吉华集团
603989,艾华集团
603996,*ST中新
603997,继峰股份
603999,读者传媒
